Date,Natural_Gas_Price,Natural_Gas_Vol.,Crude_oil_Price,Crude_oil_Vol.,Copper_Price,Copper_Vol.,Bitcoin_Price,Bitcoin_Vol.,Platinum_Price,Ethereum_Price,Ethereum_Vol.,S&P_500_Price,Nasdaq_100_Price,Nasdaq_100_Vol.,Apple_Price,Apple_Vol.,Tesla_Price,Tesla_Vol.,Microsoft_Price,Microsoft_Vol.,Silver_Price,Silver_Vol.,Google_Price,Google_Vol.,Nvidia_Price,Nvidia_Vol.,Berkshire_Price,Berkshire_Vol.,Netflix_Price,Netflix_Vol.,Amazon_Price,Amazon_Vol.,Meta_Price,Meta_Vol.,Gold_Price,Gold_Vol.,Natural_Gas_Return,Crude_oil_Return,Copper_Return,Bitcoin_Return,Platinum_Return,Ethereum_Return,S&P_500_Return,Nasdaq_100_Return,Apple_Return,Tesla_Return,Microsoft_Return,Silver_Return,Google_Return,Nvidia_Return,Berkshire_Return,Netflix_Return,Amazon_Return,Meta_Return,Gold_Return,Bitcoin_MA7,Bitcoin_MA30,Gold_MA7,Gold_MA30,S&P_500_MA7,S&P_500_MA30,Apple_MA7,Apple_MA30,Nvidia_MA7,Nvidia_MA30,Year,Month
2019-02-04,2.66,116490.0,54.56,622470.0,2.7975,490.0,3462.8,503920.0,822.5,107.9,5020000.0,2724.87,6959.96,177350000.0,42.81,125980000.0,20.86,110280000.0,105.74,31320000.0,15.886,60370.0,57.07,78410000.0,37.3,52860000.0,312000.0,310.0,351.34,9050000.0,81.67,98580000.0,169.25,20040000.0,1319.3,159560.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,2
2019-02-05,2.662,82250.0,53.66,609760.0,2.8205,90.0,3468.4,460950.0,821.35,107.37,4670000.0,2737.7,7023.52,206730000.0,43.55,144410000.0,21.42,101140000.0,107.22,27330000.0,15.836,44220.0,57.59,82300000.0,37.49,54240000.0,310700.0,360.0,355.81,9050000.0,82.94,89060000.0,171.16,22560000.0,1319.2,129010.0,0.07518796992480592,-1.6495601173020624,0.822162645218949,0.16171884024489547,-0.1398176291793285,-0.4911955514365185,0.4708481505539597,0.9132236392163318,1.728568091567384,2.68456375838928,1.3996595422735014,-0.31474254060177564,0.9111617312072884,0.5093833780160928,-0.4166666666666652,1.2722718733990002,1.5550385698542835,1.1285081240768102,-0.007579777154542722,,,,,,,,,,,2019,2
2019-02-06,2.662,98330.0,54.01,606720.0,2.84,100.0,3404.3,514210.00000000006,807.1,104.63,6150000.0,2731.61,6997.62,193600000.0,43.56,112960000.0,21.15,75580000.0,106.03,20610000.0,15.701,53180.0,56.14,48260000.0,38.25,70250000.0,308810.0,120.0,352.19,6720000.0,82.01,78800000.0,170.49,13280000.0,1314.4,137250.0,0.0,0.6522549385016729,0.6913667789399058,-1.8481144043362874,-1.7349485602970671,-2.5519232560305527,-0.2224495014062744,-0.36876096316377227,0.022962112514357536,-1.26050420168069,-1.1098675620220044,-0.8524880020207126,-2.5177982288591805,2.02720725526806,-0.6083038300611521,-1.0173969253253201,-1.121292500602833,-0.3914465996728178,-0.363856882959368,,,,,,,,,,,2019,2
2019-02-07,2.551,211790.0,52.64,749010.0,2.832,320.0,3397.7,471360.0,800.8,104.55,5050000.0,2706.05,6904.98,204460000.0,42.73,126970000.0,20.5,97810000.0,105.27,29760000.0,15.713,58370.0,55.3,38300000.0,36.85,63710000.0,302813.0,240.0,344.71,7860000.0,80.72,92530000.0,166.38,17520000.0,1314.2,166760.0,-4.16979714500375,-2.5365673023514113,-0.28169014084507005,-0.19387245542403786,-0.7805724197745056,-0.07645990633661226,-0.9357119061652264,-1.3238786901832333,-1.9054178145087364,-3.0732860520094496,-0.7167782703008663,0.07642825297751177,-1.4962593516209544,-3.6601307189542465,-1.9419707911013218,-2.1238536017490595,-1.5729789050115905,-2.410698574696468,-0.01521606816798915,,,,,,,,,,,2019,2
2019-02-08,2.583,147880.0,52.72,621000.0,2.814,270.0,3661.7,699230.0,802.2,119.23,9190000.0,2707.88,6913.13,168040000.0,42.6,95280000.0,20.39,87660000.0,105.67,21460000.0,15.809,52060.0,55.12,21770000.0,37.04,46160000.0,300771.0,240.0,347.57,7560000.0,79.41,113150000.0,167.33,12560000.0,1318.5,150610.0,1.2544100352802845,0.1519756838905817,-0.6355932203389814,7.769962033140065,0.17482517482518833,14.041128646580582,0.06762624489569102,0.11803075461478407,-0.3042358998361694,-0.536585365853659,0.3799753016054064,0.6109590784700636,-0.32549728752260254,0.515603799185893,-0.6743435717753155,0.8296829218763735,-1.6228939544103094,0.570982089193417,0.3271952518642429,,,,,,,,,,,2019,2
2019-02-11,2.642,202420.0,52.41,750240.0,2.793,100.0,3631.8,517280.0,789.75,121.3,6130000.0,2709.8,6909.19,166330000.0,42.36,83970000.0,20.86,106950000.0,105.25,18910000.0,15.74,10.0,55.11,18500000.0,36.61,49520000.0,304884.0,170.0,345.73,5450000.0,79.55,66349999.99999999,165.79,12810000.0,1311.9,150610.0,2.2841656987998338,-0.588012139605465,-0.7462686567164201,-0.8165606139224901,-1.5519820493642533,1.7361402331627973,0.07090417596054,-0.056992997383242816,-0.5633802816901401,2.3050514958312895,-0.39746380240370804,-0.43646024416471585,-0.018142235123363992,-1.1609071274298,1.3674855621053972,-0.5293897632131617,0.17630021407883945,-0.9203370585071591,-0.5005688282138765,,,,,,,,,,,2019,2
2019-02-12,2.688,169230.0,53.1,708310.0,2.775,50.0,3632.0,545820.0,793.55,122.64,5740000.0,2744.73,7014.67,188910000.0,42.72,89130000.0,20.79,82760000.0,106.89,25060000.0,15.69,60670.0,56.38,35040000.0,37.79,59110000.0,309260.0,210.0,359.97,10430000.0,81.9,97170000.0,165.04,16290000.0,1314.0,146450.0,1.7411052233156754,1.3165426445334916,-0.6444683136412555,0.005506911173513984,0.4811649256093675,1.1046990931574685,1.2890250202966858,1.5266623149746916,0.8498583569405138,-0.3355704697986628,1.5581947743467994,-0.31766200762389785,2.3044819452005205,3.2231630701994085,1.435299982944338,4.1188210453243945,2.9541169076052975,-0.45237951625550776,0.16007317630917228,3522.671428571429,,1315.9285714285713,,2723.2342857142858,,42.90428571428571,,37.332857142857144,,2019,2
2019-02-13,2.575,185480.0,53.9,706550.0,2.776,50.0,3611.5,558020.0,788.4,122.22,6170000.0,2753.03,7015.88,168570000.0,42.55,89960000.0,20.54,77120000.0,106.81,18390000.0,15.652,77480.0,56.43,28040000.0,38.22,60540000.0,308320.0,430.0,351.77,10560000.0,82.0,71210000.0,164.07,14210000.0,1315.1,213960.0,-4.203869047619047,1.5065913370998052,0.03603603603603567,-0.5644273127753285,-0.64898242076743,-0.3424657534246589,0.3023976857468691,0.01724956412774148,-0.3979400749063666,-1.202501202501205,-0.07484329684722679,-0.24219247928617404,0.08868393047178902,1.137867160624495,-0.3039513677811523,-2.277967608411824,0.12210012210012167,-0.587736306349973,0.08371385083714156,3543.914285714286,,1315.3285714285714,,2727.257142857143,,42.86714285714286,,37.464285714285715,,2019,2
2019-02-14,2.573,101560.0,54.41,623550.0,2.7785,190.0,3592.6,498140.0,788.75,120.97,5810000.0,2745.73,7022.42,168000000.0,42.7,87340000.0,20.25,78010000.0,106.9,21780000.0,15.528,80460.0,56.46,21110000.0,38.63,82730000.0,303890.0,220.0,359.07,9300000.0,81.13,82410000.0,163.95,12760000.0,1313.9,228460.0,-0.07766990291262488,0.946196660482368,0.09005763688763047,-0.5233282569569453,0.04439370877726834,-1.0227458681066892,-0.26516238471793185,0.093217101774834,0.3525264394829808,-1.4118792599805197,0.08426177324221129,-0.7922310247891584,0.05316321105794941,1.0727367870225102,-1.4368188894654854,2.075219603718348,-1.0609756097560985,-0.07313951362223348,-0.0912478138544448,3561.657142857143,,1314.5714285714287,,2728.404285714286,,42.74571428571428,,37.62714285714286,,2019,2
2019-02-15,2.625,98410.0,55.59,276910.0,2.8025,150.0,3604.7,516210.00000000006,808.55,121.73,5690000.0,2775.6,7055.18,202530000.0,42.6,98510000.0,20.53,58570000.0,108.22,26610000.0,15.743,71500.0,55.98,27830000.0,39.34,151670000.0,308139.0,230.0,356.87,9230000.0,80.4,86880000.0,162.5,15500000.0,1322.1,200280.0,2.020987174504474,2.1687189854806332,0.8637754183912216,0.3368034292712707,2.5103011093502214,0.6282549392411463,1.0878709851296353,0.4665058484112361,-0.23419203747072626,1.382716049382715,1.2347988774555674,1.384595569294178,-0.8501594048884287,1.8379497799637656,1.3982032972457148,-0.6126939036956602,-0.8997904597559336,-0.8844159804818452,0.6240962021462737,3590.285714285714,,1315.6714285714286,,2734.6885714285713,,42.60857142857143,,37.78285714285715,,2019,2
